,iid,gender,age,wave,field,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,attr_o,sinc_o,intel_o,fun_o,amb_o,age_o,like_o,match,dec_o,attr,sinc,intel,fun,amb,like,match_es,dec,you_call,them_cal
458,460,M,33.0,18,History,Caucasian,2.0,1.0,Fun,4.0,2.0,Professor,9.0,7.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,6.0,9.0,10.0,10.0,1.0,5.0,,20.0,10.0,20.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,10.0,20.0,15.0,8.0,8.0,9.0,7.0,7.0,7.0,9.0,8.0,8.0,6.0,8.0,10.0,10.0,9.0,9.0,8.0,10.0,9.5,9.0,8.0,7.0,8.5,8.0,6.833333333333333,6.666666666666667,31.666666666666668,6.666666666666667,1,5,7.5,7.5,8.5,8.5,8.166666666666666,8.166666666666666,1.0,1,0.0,1.0
459,461,M,27.0,18,biomedical informatics,Other,2.0,2.0,Fun,7.0,4.0,physician. informaticist,9.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,6.0,2.0,2.0,7.0,6.0,6.0,6.0,4.0,4.0,,40.0,20.0,20.0,10.0,10.0,50.0,20.0,10.0,10.0,10.0,0.0,50.0,10.0,15.0,15.0,10.0,0.0,6.0,8.0,8.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,9.0,6.0,8.0,8.0,8.0,10.0,8.0,4.5,6.833333333333333,7.0,5.666666666666667,7.0,31.666666666666668,4.166666666666667,0,1,6.166666666666667,6.0,6.166666666666667,6.333333333333333,6.0,6.166666666666667,3.0,3,,
460,462,M,33.0,18,Electrical Engineering,Asian,1.0,5.0,Relationship,6.0,6.0,Professor. or Engineer,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,,30.0,30.0,10.0,10.0,0.0,10.0,30.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,4.0,9.0,8.0,6.0,2.0,3.0,10.0,7.0,8.0,3.0,7.0,8.0,4.0,5.0,3.0,5.0,8.0,7.0,8.0,4.0,4.166666666666667,8.333333333333334,6.833333333333333,4.666666666666667,6.833333333333333,31.666666666666668,4.166666666666667,1,1,7.0,7.666666666666667,7.0,7.0,6.5,6.666666666666667,3.0,5,0.0,0.0
461,463,M,23.0,18,physics,Asian,3.0,2.0,Meet people,7.0,1.0,Not sure yet,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,7.0,5.833333333333333,8.333333333333334,8.333333333333334,6.5,7.333333333333333,31.666666666666668,6.5,0,3,4.666666666666667,6.333333333333333,5.833333333333333,5.5,6.166666666666667,6.0,0.0,1,,
462,464,M,33.0,18,MBA,Asian,1.0,1.0,Fun,3.0,1.0,Management Consulting,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,,15.0,15.0,15.0,20.0,15.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,5.0,8.0,9.0,8.0,10.0,6.0,10.0,10.0,9.0,10.0,,,,,,,,,,,7.0,7.166666666666667,8.166666666666666,7.833333333333333,7.666666666666667,31.666666666666668,7.0,1,4,6.5,7.5,7.5,6.5,6.833333333333333,5.333333333333333,1.0,3,,
463,465,M,23.0,18,art history,Caucasian,1.0,3.0,Other,7.0,3.0,playing music,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,8.0,5.0,7.0,10.0,8.0,9.0,1.0,8.0,9.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,5.166666666666667,6.166666666666667,5.5,6.0,3.8,31.666666666666668,4.8,0,1,6.0,8.5,,,8.333333333333334,8.0,1.0,4,,
464,466,F,24.0,19,working,Caucasian,1.0,1.0,Other,7.0,1.0,unknown,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,,10.0,20.0,20.0,15.0,20.0,25.0,15.0,15.0,20.0,10.0,15.0,45.0,5.0,15.0,15.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,8.0,7.733333333333333,7.6,8.066666666666666,7.733333333333333,7.285714285714286,28.266666666666666,7.066666666666666,0,10,3.2666666666666666,4.333333333333333,5.25,3.6666666666666665,5.076923076923077,3.2857142857142856,0.0,0,,
465,467,F,24.0,19,Consulting,Caucasian,7.0,4.0,Other,2.0,1.0,Consulting. later Arts or Non-Profit,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,,20.0,20.0,20.0,20.0,20.0,50.0,10.0,20.0,15.0,5.0,0.0,60.0,5.0,15.0,10.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,,,,,,,,,,8.333333333333334,7.4,7.8,7.2,7.923076923076923,28.266666666666666,6.666666666666667,7,10,7.6,9.466666666666667,9.4,8.8,8.666666666666666,7.0,4.0,11,6.0,0.0
466,468,F,25.0,19,Human Rights: Middle East,Other,5.0,2.0,Fun,6.0,3.0,Professor; Human Rights Director,8.0,3.0,7.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,9.0,9.0,9.0,7.0,6.0,,15.0,25.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,20.0,10.0,30.0,15.0,20.0,15.0,10.0,10.0,8.0,9.0,8.0,6.0,8.0,8.0,9.0,8.0,7.0,8.0,6.0,8.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,6.0,8.333333333333334,7.933333333333334,8.466666666666667,7.8,8.0,28.266666666666666,7.857142857142857,3,10,5.666666666666667,7.466666666666667,7.266666666666667,5.666666666666667,6.4,6.066666666666666,2.0,5,2.0,2.0
467,469,F,25.0,19,Human Rights,Asian,1.0,1.0,Meet people,3.0,1.0,Work at the UN,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0,,20.0,10.0,20.0,20.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,8.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,9.0,5.0,8.0,8.0,6.0,7.0,4.0,9.0,9.0,6.0,9.0,4.0,8.0,7.666666666666667,7.866666666666666,7.266666666666667,6.928571428571429,28.266666666666666,7.2,5,11,5.733333333333333,7.133333333333334,6.933333333333334,6.6,6.5,6.733333333333333,6.0,6,0.0,4.0
468,470,F,29.0,19,medicine,Asian,1.0,1.0,Fun,4.0,2.0,medicine,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,6.0,10.0,1.0,,10.0,20.0,25.0,25.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,4.0,9.0,8.0,5.0,6.0,4.0,9.0,8.0,5.0,6.0,6.0,6.0,9.0,8.0,2.0,5.0,8.0,8.0,5.0,5.0,8.066666666666666,7.4,8.533333333333333,7.533333333333333,8.2,28.266666666666666,7.285714285714286,5,11,3.533333333333333,5.466666666666667,5.866666666666666,5.0,3.3333333333333335,5.533333333333333,4.0,6,,
469,471,F,30.0,19,medicine,Asian,8.0,8.0,Meet people,5.0,3.0,physician,3.0,4.0,6.0,10.0,7.0,7.0,5.0,2.0,9.0,7.0,8.0,6.0,8.0,6.0,6.0,10.0,4.0,,15.0,15.0,25.0,10.0,15.0,25.0,10.0,15.0,15.0,15.0,20.0,25.0,10.0,15.0,15.0,15.0,20.0,7.0,8.0,9.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,9.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,6.266666666666667,7.466666666666667,7.933333333333334,6.866666666666666,7.642857142857143,28.266666666666666,6.2,1,7,5.133333333333334,5.666666666666667,5.933333333333334,5.0,5.333333333333333,3.4,2.0,2,,
470,472,F,25.0,19,Urban Planning,Hispanic,1.0,3.0,Meet people,4.0,2.0,Urban Planner,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,,10.0,25.0,25.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,30.0,5.0,10.0,30.0,5.0,20.0,8.0,10.0,8.0,10.0,9.0,9.0,8.0,8.0,10.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,8.0,7.2,7.666666666666667,7.933333333333334,6.666666666666667,7.0,28.266666666666666,6.333333333333333,2,7,4.4,5.266666666666667,6.733333333333333,6.142857142857143,7.2,6.0,12.0,6,,
471,473,F,34.0,19,Biotechnology,Asian,1.0,1.0,Meet people,6.0,4.0,Clinic Trial,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,,15.0,20.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,10.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,5.933333333333334,7.266666666666667,7.6,5.133333333333334,6.666666666666667,28.266666666666666,5.666666666666667,1,1,8.6,8.8,9.066666666666666,8.666666666666666,8.8,8.133333333333333,3.0,11,,
472,474,F,30.0,19,biotechnology,African American,1.0,1.0,Fun,6.0,5.0,scientist,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,,15.0,20.0,10.0,30.0,5.0,10.0,10.0,10.0,10.0,50.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,6.0,10.0,5.0,9.0,9.0,7.0,10.0,5.0,7.933333333333334,7.933333333333334,8.2,8.133333333333333,7.785714285714286,28.266666666666666,7.933333333333334,4,12,7.066666666666666,8.0,8.466666666666667,7.066666666666666,7.6,7.071428571428571,6.0,6,,
473,475,F,27.0,19,SIPA-International Affairs,Hispanic,1.0,2.0,Fun,6.0,2.0,International Development,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,,10.0,15.0,30.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0,40.0,5.0,10.0,15.0,10.0,20.0,5.0,8.0,7.0,5.0,7.0,6.0,9.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.066666666666666,7.666666666666667,7.733333333333333,7.6,6.928571428571429,28.266666666666666,6.666666666666667,2,8,5.066666666666666,4.642857142857143,6.0,4.733333333333333,4.538461538461538,4.866666666666666,,7,,
474,476,F,25.0,19,SIPA-International Affairs,Caucasian,1.0,3.0,Say I did it,5.0,2.0,International Development,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,,20.0,20.0,20.0,15.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,50.0,5.0,5.0,30.0,5.0,5.0,7.0,9.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.142857142857143,8.214285714285714,7.285714285714286,7.142857142857143,6.846153846153846,28.266666666666666,6.571428571428571,2,5,6.076923076923077,5.642857142857143,6.785714285714286,5.785714285714286,5.142857142857143,5.214285714285714,2.0,5,0.0,2.0
475,477,F,27.0,19,Electrical Engineering,Hispanic,5.0,7.0,Fun,4.0,2.0,Engineer,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,,16.0,19.0,16.0,17.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,20.0,15.0,20.0,10.0,10.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,6.333333333333333,7.866666666666666,8.2,6.466666666666667,6.538461538461538,28.266666666666666,6.8,0,4,6.6,6.6,7.4,6.866666666666666,7.142857142857143,6.333333333333333,3.0,7,,
476,478,F,26.0,19,International Affairs,Caucasian,4.0,4.0,Fun,4.0,1.0,Finance/Economics,9.0,7.0,9.0,7.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,7.0,9.0,8.0,9.0,4.0,6.0,,20.0,20.0,10.0,20.0,10.0,20.0,10.0,10.0,10.0,20.0,30.0,30.0,20.0,10.0,10.0,10.0,20.0,7.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,9.0,6.0,9.0,9.0,7.0,9.0,9.0,,,,,,8.0,7.8,8.266666666666667,7.733333333333333,8.4,28.266666666666666,7.8,2,11,7.142857142857143,7.214285714285714,7.214285714285714,6.714285714285714,7.142857142857143,6.6923076923076925,,2,,
477,479,F,27.0,19,International affairs,Caucasian,3.0,3.0,Fun,4.0,3.0,Banking,10.0,7.0,10.0,9.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,,15.0,15.0,20.0,20.0,15.0,30.0,10.0,15.0,20.0,15.0,10.0,30.0,5.0,15.0,25.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,7.0,7.666666666666667,7.466666666666667,8.133333333333333,6.733333333333333,7.571428571428571,28.266666666666666,7.0,0,8,3.7333333333333334,7.2,7.2,4.733333333333333,6.4,4.4,1.5,3,,
478,480,F,26.0,19,Urban Planning,Caucasian,4.0,6.0,Fun,4.0,1.0,Planning,7.0,1.0,8.0,9.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,,16.0,18.0,18.0,20.0,12.0,20.0,14.0,16.0,20.0,12.0,18.0,18.0,15.0,16.0,20.0,15.0,16.0,8.0,9.0,8.0,10.0,7.0,8.0,10.0,8.0,9.0,7.0,8.0,8.0,9.0,10.0,6.0,7.0,9.0,8.0,10.0,7.0,7.857142857142857,8.142857142857142,8.285714285714286,7.857142857142857,7.428571428571429,28.266666666666666,6.642857142857143,3,8,5.071428571428571,7.357142857142857,7.428571428571429,6.785714285714286,6.538461538461538,6.166666666666667,6.0,8,,
479,481,M,23.0,19,teaching of English,Caucasian,8.0,1.0,Meet people,3.0,2.0,English teacher,3.0,3.0,7.0,9.0,8.0,7.0,1.0,2.0,5.0,8.0,2.0,7.0,10.0,10.0,10.0,6.0,1.0,,25.0,20.0,15.0,20.0,5.0,35.0,10.0,15.0,20.0,0.0,20.0,30.0,10.0,10.0,20.0,20.0,10.0,8.0,7.0,9.0,8.0,5.0,8.0,8.0,9.0,8.0,6.0,7.0,7.0,6.0,8.0,1.0,8.0,7.0,9.0,8.0,6.0,6.4,6.733333333333333,6.5,5.133333333333334,5.333333333333333,26.933333333333334,5.666666666666667,1,2,5.866666666666666,7.133333333333334,7.133333333333334,5.933333333333334,6.266666666666667,6.066666666666666,4.0,7,2.0,0.0
480,482,M,30.0,19,MBA,Caucasian,2.0,6.0,Meet people,6.0,1.0,Management Consulting,9.0,7.0,5.0,9.0,6.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,7.0,2.0,4.0,4.0,3.0,,20.0,10.0,22.0,20.0,15.0,19.0,10.0,18.0,20.0,13.0,20.0,14.0,20.0,18.0,18.0,20.0,10.0,7.0,10.0,8.0,9.0,8.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,6.0,5.4,6.8,7.266666666666667,6.733333333333333,7.916666666666667,26.933333333333334,6.428571428571429,4,9,6.571428571428571,6.142857142857143,6.928571428571429,5.857142857142857,6.357142857142857,6.0,3.0,6,,
481,483,M,28.0,19,Sociology,Caucasian,1.0,1.0,Other,3.0,1.0,professor,10.0,1.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,,40.0,20.0,20.0,20.0,0.0,50.0,0.0,10.0,20.0,0.0,20.0,20.0,0.0,40.0,5.0,5.0,30.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,5.0,5.866666666666666,5.866666666666666,6.466666666666667,7.0,6.066666666666666,26.933333333333334,5.428571428571429,0,5,8.2,9.666666666666666,9.466666666666667,9.533333333333333,8.466666666666667,7.733333333333333,3.0,1,,
482,484,M,31.0,19,GSAS,Asian,1.0,1.0,Fun,6.0,4.0,professional career,7.0,3.0,5.0,9.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,9.0,2.0,7.0,,16.0,16.0,20.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0,25.0,10.0,25.0,15.0,5.0,20.0,4.0,8.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,5.0,6.0,10.0,9.0,6.0,8.0,6.0,10.0,9.0,3.0,10.0,4.285714285714286,7.357142857142857,8.071428571428571,4.285714285714286,6.642857142857143,26.933333333333334,5.285714285714286,2,2,8.6,7.666666666666667,8.866666666666667,7.866666666666666,8.857142857142858,7.066666666666666,1.0,15,1.0,0.0
483,485,M,29.0,19,African-American Studies/History,African American,4.0,3.0,Meet people,6.0,2.0,writer/teacher,6.0,10.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,4.0,,20.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,4.266666666666667,6.0,6.0,4.533333333333333,4.714285714285714,26.933333333333334,4.642857142857143,2,2,9.6,9.933333333333334,9.866666666666667,9.666666666666666,9.933333333333334,9.2,8.0,14,,
484,486,M,32.0,19,Neurosciences/Stem cells,Hispanic,1.0,1.0,Get a date,6.0,2.0,Medical Sciences,7.0,1.0,3.0,10.0,8.0,6.0,4.0,1.0,9.0,8.0,1.0,7.0,10.0,5.0,8.0,2.0,2.0,,20.0,20.0,20.0,15.0,10.0,30.0,15.0,15.0,20.0,10.0,10.0,10.0,25.0,25.0,15.0,15.0,10.0,7.0,10.0,9.0,8.0,9.0,8.0,10.0,9.0,8.0,10.0,8.0,10.0,8.0,7.0,8.0,7.0,10.0,8.0,8.0,9.0,5.533333333333333,7.4,8.0,5.733333333333333,7.333333333333333,26.933333333333334,5.466666666666667,1,6,7.0,7.133333333333334,7.133333333333334,6.666666666666667,7.266666666666667,6.230769230769231,1.0,4,0.0,0.0
485,487,M,24.0,19,Classics,Asian,1.0,1.0,Fun,5.0,3.0,Professor...?,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,5.0,9.0,6.0,10.0,6.0,2.0,,25.0,26.0,15.0,10.0,9.0,20.0,15.0,15.0,20.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0,7.0,9.0,8.0,6.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,8.0,7.0,7.0,6.0,6.0,8.0,8.0,5.0,6.0,3.6666666666666665,6.857142857142857,7.533333333333333,3.6666666666666665,5.071428571428571,26.933333333333334,4.6,0,1,6.266666666666667,5.6,6.8,5.533333333333333,6.5,5.866666666666666,2.0,9,,
486,488,M,29.0,19,Business,Asian,1.0,1.0,Get a date,2.0,3.0,Management Consulting,3.0,3.0,3.0,9.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,10.0,10.0,7.0,8.0,5.0,10.0,10.0,7.0,8.0,8.0,10.0,8.0,8.0,7.0,5.0,10.0,10.0,10.0,10.0,4.933333333333334,6.0,6.666666666666667,5.933333333333334,6.733333333333333,26.933333333333334,5.142857142857143,2,4,7.928571428571429,7.714285714285714,8.0,7.785714285714286,7.928571428571429,8.071428571428571,4.0,12,,
487,489,M,28.0,19,Business,Caucasian,6.0,5.0,Get a date,2.0,1.0,Business,7.0,7.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,7.0,6.0,5.0,,20.0,10.0,20.0,20.0,20.0,60.0,0.0,0.0,40.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,8.0,9.0,8.0,10.0,7.0,8.0,9.0,7.0,10.0,9.0,9.0,9.0,9.0,10.0,7.0,8.0,7.0,7.0,10.0,7.466666666666667,6.866666666666666,7.0,7.133333333333334,6.928571428571429,26.933333333333334,6.8,8,11,6.933333333333334,7.266666666666667,7.8,6.933333333333334,7.133333333333334,7.066666666666666,,11,,
488,490,M,29.0,19,film,Caucasian,6.0,1.0,Meet people,6.0,3.0,writer/producer,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,,30.0,15.0,20.0,10.0,10.0,50.0,0.0,0.0,30.0,0.0,20.0,50.0,0.0,25.0,10.0,15.0,0.0,3.0,7.0,8.0,6.0,6.0,3.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,7.0,8.0,6.0,7.0,3.6923076923076925,6.357142857142857,7.0,5.928571428571429,6.3076923076923075,26.933333333333334,4.928571428571429,1,2,8.533333333333333,7.8,7.933333333333334,6.8,7.266666666666667,7.2,3.0,12,,
489,491,M,29.0,19,MBA,Hispanic,3.0,3.0,Meet people,4.0,1.0,Investment Banker,9.0,2.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,2.0,7.0,8.0,8.0,9.0,9.0,6.0,,30.0,10.0,25.0,20.0,8.0,40.0,10.0,10.0,20.0,10.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.666666666666667,6.733333333333333,7.8,7.6,7.6,26.933333333333334,6.6923076923076925,4,12,6.4,6.466666666666667,6.666666666666667,6.466666666666667,6.2,5.533333333333333,2.5,5,2.0,0.0
490,492,M,30.0,19,physics,Other,1.0,1.0,Meet people,4.0,2.0,acadeic,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4.0,10.0,7.0,5.0,5.0,2.0,5.0,10.0,10.0,,30.0,0.0,30.0,30.0,10.0,50.0,0.0,30.0,20.0,0.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,8.0,1.0,7.0,2.0,10.0,8.0,10.0,7.333333333333333,7.266666666666667,7.866666666666666,7.4,7.0,26.933333333333334,6.928571428571429,7,10,8.466666666666667,9.466666666666667,9.6,7.4,8.5,7.6,3.0,10,3.0,2.0
491,493,M,20.0,19,Public Administration,Asian,1.0,1.0,Say I did it,6.0,5.0,politics,10.0,10.0,7.0,7.0,4.0,4.0,3.0,3.0,6.0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,6.0,,30.0,10.0,10.0,30.0,10.0,30.0,20.0,10.0,30.0,5.0,5.0,25.0,25.0,10.0,20.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,9.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,9.0,2.0,7.285714285714286,7.571428571428571,7.071428571428571,7.285714285714286,7.153846153846154,26.933333333333334,7.0,1,9,7.2,9.0,9.666666666666666,8.133333333333333,8.571428571428571,7.066666666666666,1.0,2,,
492,494,M,30.0,19,journalism,Caucasian,2.0,8.0,Relationship,3.0,3.0,film and radio,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,,25.0,25.0,25.0,25.0,0.0,75.0,5.0,5.0,5.0,5.0,5.0,45.0,2.0,5.0,8.0,20.0,20.0,9.0,10.0,10.0,10.0,7.0,10.0,10.0,9.0,10.0,9.0,7.0,6.0,5.0,9.0,5.0,6.0,7.0,8.0,9.0,8.0,5.733333333333333,7.133333333333334,7.533333333333333,6.733333333333333,6.428571428571429,26.933333333333334,6.571428571428571,2,7,7.533333333333333,7.6,7.866666666666666,7.266666666666667,7.4,6.666666666666667,,6,,
493,495,M,32.0,19,Theater,Other,5.0,6.0,Meet people,2.0,1.0,Film,7.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,,20.0,20.0,20.0,15.0,15.0,20.0,20.0,30.0,10.0,20.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0,7.0,7.0,8.0,7.0,9.0,7.0,9.0,9.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,4.8,5.533333333333333,6.4,7.071428571428571,5.2,26.933333333333334,5.357142857142857,2,3,6.733333333333333,6.733333333333333,6.533333333333333,5.933333333333334,5.466666666666667,6.2,4.0,9,,
494,496,F,23.0,20,Engineering,Asian,1.0,1.0,Fun,5.0,2.0,researcher,8.0,1.0,8.0,7.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,,20.0,30.0,20.0,20.0,10.0,25.0,20.0,5.0,20.0,20.0,10.0,30.0,10.0,20.0,30.0,0.0,10.0,5.0,8.0,9.0,6.0,8.0,3.0,8.0,9.0,6.0,9.0,8.0,6.0,8.0,9.0,6.0,5.0,6.0,9.0,8.0,8.0,7.0,8.285714285714286,8.285714285714286,6.5,6.6,26.428571428571427,7.285714285714286,1,6,5.0,6.2,7.714285714285714,6.428571428571429,7.666666666666667,5.285714285714286,3.0,2,,
